20150401 000000,1.078180,1.078410,1.078180,1.078330,0
20150401 000100,1.078310,1.078340,1.078300,1.078310,0
20150401 000200,1.078310,1.078310,1.078220,1.078260,0
20150401 000300,1.078270,1.078310,1.078270,1.078300,0
20150401 000400,1.078300,1.078300,1.078270,1.078270,0
20150401 000500,1.078280,1.078280,1.078070,1.078100,0
20150401 000600,1.078110,1.078290,1.078110,1.078200,0
20150401 000700,1.078190,1.078210,1.078130,1.078210,0
20150401 000800,1.078200,1.078330,1.078200,1.078310,0
20150401 000900,1.078320,1.078340,1.078310,1.078340,0
20150401 001000,1.078330,1.078370,1.078320,1.078340,0
20150401 001100,1.078340,1.078370,1.078320,1.078370,0
20150401 001200,1.078400,1.078450,1.078320,1.078450,0
20150401 001300,1.078460,1.078930,1.078450,1.078830,0
20150401 001400,1.078800,1.079080,1.078780,1.079050,0
20150401 001500,1.079060,1.079200,1.078710,1.078780,0
20150401 001600,1.078780,1.078890,1.078780,1.078780,0
20150401 001700,1.078780,1.078780,1.078570,1.078680,0
20150401 001800,1.078700,1.078980,1.078700,1.078900,0
20150401 001900,1.078880,1.078880,1.078700,1.078720,0
20150401 002000,1.078710,1.078710,1.078580,1.078670,0
20150401 002100,1.078660,1.078660,1.078570,1.078590,0
20150401 002200,1.078600,1.078610,1.078490,1.078610,0
20150401 002300,1.078620,1.078630,1.078480,1.078490,0
20150401 002400,1.078480,1.078690,1.078480,1.078580,0
20150401 002500,1.078590,1.078590,1.078460,1.078460,0
20150401 002600,1.078420,1.078630,1.078420,1.078470,0
20150401 002700,1.078490,1.078500,1.078460,1.078490,0
20150401 002800,1.078500,1.078700,1.078470,1.078700,0
20150401 002900,1.078700,1.078700,1.078560,1.078660,0
20150401 003000,1.078660,1.078660,1.078570,1.078570,0
20150401 003100,1.078580,1.078670,1.078520,1.078610,0
20150401 003200,1.078650,1.078650,1.078510,1.078570,0
20150401 003300,1.078560,1.078700,1.078560,1.078700,0
20150401 003400,1.078710,1.078860,1.078630,1.078790,0
20150401 003500,1.078790,1.078900,1.078710,1.078860,0
20150401 003600,1.078860,1.078880,1.078820,1.078840,0
20150401 003700,1.078830,1.078840,1.078820,1.078820,0
20150401 003800,1.078820,1.078870,1.078780,1.078800,0
20150401 003900,1.078810,1.078980,1.078770,1.078860,0
20150401 004000,1.078850,1.079030,1.078850,1.078960,0
20150401 004100,1.078990,1.078990,1.078800,1.078920,0
20150401 004200,1.078940,1.079000,1.078880,1.078890,0
